state,location_Title,note,lat,lng
Illinois,Isidore H. Heller House,A Frank Lloyd Wright-designed house.,41.80138889,-87.59722222
Illinois,Arthur Heurtley House,Frank Lloyd Wright-designed house.,41.89277778,-87.79972222
Illinois,Hull House,One of the first settlement houses in the U.S.; founded by Jane Addams.,41.87138889,-87.64722222
Illinois,Illinois and Michigan Canal Locks And Towpath,A canal that helped establish transportation from the Great Lakes to the Mississippi River and the Gulf of Mexico. It established Chicago as a major center of commerce.,41.56972222,-88.06972222
Illinois,Nicholas Jarrot Mansion,A mansion built in 1799 for a fur trader.,38.57,-90.18722222
Illinois,Kennicott Grove,The home of Robert Kennicott; an American naturalist.,42.08694444,-87.87
Illinois,Kincaid Site,Archaeological site of one of the largest prehistoric Mississippian culture settlements.,37.08055556,-88.49166667
Illinois,Leiter II Building,Longtime flagship store of Sears; Roebuck & Co.; designed by William Le Baron Jenney.,41.87444444,-87.6275
Illinois,Frank R. Lillie House,Former home of embryologist Frank Rattray Lillie.,41.78944444,-87.59305556
Illinois,Abraham Lincoln Home,The only house ever owned by America's 16th president.,39.79527778,-89.64472222
Illinois,Lincoln Park Lily Pool,An example of Prairie School landscape architecture designed by Alfred Caldwell.,41.92527778,-87.63416667
Illinois,Lincoln Tomb,The tomb of America's 16th president; Abraham Lincoln.,39.82333333,-89.65583333
Illinois,Vachel Lindsay House,Home of poet Vachel Lindsay.,39.79583333,-89.64944444
Illinois,Owen Lovejoy House,Home of prominent abolitionist Owen Lovejoy.,41.37166667,-89.44861111
Illinois,Marquette Building,Skyscraper designed by Holabird & Roche.,41.88027778,-87.62944444
Illinois,Marshall Field Company Store,Designed by Daniel Burnham; it was the longtime flagship store of Marshall Field's.,41.88361111,-87.62777778
Illinois,Mazon Creek Fossil Beds,Lagerstätte of fossils; best known as one of the only sites where Tully Monsters were found.,41.32111111,-88.34611111
Illinois,Pierre Menard House,House of fur trader Pierre Menard; the first lieutenant governor of Illinois.,37.96472222,-89.91
Illinois,Robert A. Millikan House,Home of Robert A. Millikan; a Nobel Prize-winning physicist.,41.79305556,-87.59638889
Illinois,Modoc Rock Shelter,An archaeological site; a rock overhang used as shelter during the Archaic period in North America.,38.06277778,-90.06361111
Illinois,Montgomery Ward Company Complex,The former warehouse and offices of the national headquarters of one of the nation's first mail order companies; Montgomery Ward.,41.89638889,-87.64333333
Illinois,Morrow Plots; University of Illinois,World's oldest experimental corn field; and oldest experimental field in Western Hemisphere.,40.10472222,-88.22611111
Illinois,Nauvoo Historic District,A historic district based around a 19th-century Mormon settlement; beginning of the Mormon Trail.,40.54805556,-91.38194444
Illinois,New Philadelphia Townsite,Site of first U.S. settlement founded by an African-American.,39.69583333,-90.95972222
Illinois,Old Kaskaskia Village,The best-documented Native American village in the Illinois River Valley.,41.32194444,-88.96
Illinois,Old Main; Knox College,Best-preserved site of one of the Lincoln-Douglas debates.,40.94138889,-90.37055556
Illinois,Old State Capitol,The fifth capitol building of Illinois. Site of Lincoln's House Divided Speech.,39.79916667,-89.64805556
Illinois,Old Stone Gate; Chicago Union Stockyards,Entrance to the famous Union Stock Yards; designed by John Wellboorn Root.,41.81666667,-87.64833333
Illinois,Orchestra Hall,A symphony hall designed by Daniel Burnham.,41.87916667,-87.62444444
Illinois,Principia College Historic District,One of the last major works by Bernard Maybeck.,38.94888889,-90.3475
Illinois,Pullman Historic District,Another historic district of the Pullman Company; including the Hotel Florence.,41.69722222,-87.60944444
Illinois,Reliance Building,A building designed by Burnham & Root.,41.8825,-87.62777778
Illinois,Riverside Historic District,Planned community designed by Frederick Law Olmsted and Calvert Vaux.,41.83166667,-87.81361111
Illinois,Frederick C. Robie House,A Prairie style home designed by Frank Lloyd Wright in 1908.,41.79027778,-87.59611111
Illinois,Rock Island Arsenal,An arsenal and site of a large Union prison camp.,41.51694444,-90.54194444
Illinois,Rookery Building,An office building designed by Daniel Burnham and John Wellborn Root.,41.87916667,-87.63222222
Illinois,Room 405; George Herbert Jones Laboratory,The laboratory that first isolated plutonium and determined its atomic mass.,41.79,-87.60111111
Illinois,Sears; Roebuck and Company,The headquarters of Sears; Roebuck and Company for almost seven decades.,41.86861111,-87.71055556
Illinois,Second Presbyterian Church,This church is a masterpiece of the Arts and Crafts movement with an interior by Howard Van Doren Shaw.,41.85583333,-87.62444444
Illinois,Shedd Aquarium,Formerly the largest indoor aquarium in the world.,41.86722222,-87.61916667
Illinois,Site of the First Self-Sustaining Nuclear Reaction,Site of the First Self-Sustaining Nuclear Reaction.,41.79055556,-87.60111111
Illinois,South Dearborn Street-Printing House Row North Historic District,Encompasses four architecturally significant skyscrapers.,41.87666667,-87.62805556
Illinois,S.R. Crown Hall,Ludwig Mies van der Rohe-designed architecture school building at Illinois Institute of Technology,41.83361111,-87.62722222
Illinois,Starved Rock,A Sandstone butte overlooking the Illinois River; purportedly the site of a massacre of the Illinois Confederation.,41.32138889,-88.99027778
Illinois,Adlai E. Stevenson II Farm,Home of several-time candidate for United States President Adlai E. Stevenson II.,42.22888889,-87.93055556
Illinois,Lorado Taft Midway Studios,Studios of sculptor Lorado Taft; designed by Pond & Pond.,41.78527778,-87.60277778
Illinois,F.F. Tomek House,A Frank Lloyd Wright house in the Riverside Historic District,41.83222222,-87.81722222
Illinois,Lyman Trumbull House,House of US Senator Lyman Trumbull. He co-authored the Thirteenth Amendment to the United States Constitution.,38.8975,-90.17638889
Illinois,U-505 (German Submarine),German U-Boat at Museum of Science and Industry; Chicago,41.86444444,-87.61583333
Illinois,Unity Temple,A temple designed by Frank Lloyd Wright.,41.88861111,-87.79666667
Illinois,University Of Illinois Observatory,Site of pioneering research into photoelectric photometry; and the development of the photoelectric cell.,40.10416667,-88.22583333
Illinois,The Wayside,Home of Henry Demarest Lloyd.,42.11416667,-87.7325
Illinois,Ida B. Wells-Barnett House,Former home of civil rights advocate Ida B. Wells.,41.82777778,-87.6175
Illinois,Frances Willard House,Former home of temperance reformer Frances Willard; and longtime headquarters of the Woman's Christian Temperance Union.,42.04833333,-87.67861111
Illinois,Daniel Hale Williams House,The former home of Dr. Daniel Hale Williams; one of the first major African American surgeons.,41.81833333,-87.61527778
Illinois,Frank Lloyd Wright Home And Studio,Former home and studio of Frank Lloyd Wright.,41.89333333,-87.80027778
Indiana,Akima Pinšiwa Awiiki (Chief Jean-Baptiste de Richardville House),This house is a rare surviving example of a treaty house. Built as part of the terms of the 1826 Treaty of Mississinewas between the Miami and the United States; it is associated with Pinšiwa; the akima (civil chief) of the Miami.[7],41.03138889,-85.16444444
Indiana,Allen County Courthouse,A Beaux-Arts-style building that was built in 1902; the Allen County Courthouse is a unique combination of fine art; sculpture; and architecture.[8],41.07972222,-85.13944444
Indiana,Angel Mounds,From AD 1000 to 1600; a town on this site was home to people of the Middle Mississippian culture. They built many mounds at this 100-acre (0.40 km2) community.[10],37.94194444,-87.45527778
Indiana,Athenæum (Das Deutsche Haus),Home of the Normal College of the North American Gymnastic Union for 63 years and the nation’s oldest; continuously active school of physical education.[11],39.77333333,-86.15027778
Indiana,Auburn Cord Duesenberg Automobile Facility,The three buildings of the Auburn; Cord; and Duesenberg automobile manufacturing facility represent different stages in automotive development and construction. It is one of the few remaining automobile companies that made hand-assembled rather than mass-produced automobiles. The site includes the Art Deco showroom and administration building; service and new parts department building; and the Cord L-29 building.[12],41.35583333,-85.05694444
Indiana,Joseph Bailly Homestead,Joseph Bailly acquired the Homestead and surrounding lands in 1822 when the Calumet was opened to white settlement. He established a trading post that was a meeting place for both Indians and whites and a stopping place for travelers and missionaries. It is now at the Indiana Dunes National Lakeshore.[13],41.62305556,-87.09416667
Indiana,Broad Ripple Park Carousel,Originally located at Broad Ripple Village; this carousel was brought to Indiana in 1917 and is one of three surviving Dentzel menagerie carousels. Its animals predate 1900 and it is now housed in The Children's Museum of Indianapolis.[14],39.81083333,-86.15694444
Indiana,Duck Creek Aqueduct,Built in 1846; this is the only surviving covered bridge aqueduct in the United States.[15],39.44611111,-85.13
Indiana,Butler Fieldhouse,Located at Butler University and now called Hinkle Fieldhouse; it is the sixth-oldest basketball arena still used and was once the largest in the United States. It hosted the Indiana high school basketball tournament until 1971.[16],39.84333333,-86.16722222
Indiana,Cannelton Cotton Mill,The Cannelton mill; overlooking the Ohio River; manufactured thread and cloth for over 100 years from 1851 to 1954. Its innovative design used steam power and Southern cotton; and its utility and aesthetics attempted to make Southern Indiana an industrial center.[17],37.91138889,-86.74555556
Indiana,Levi Coffin House,Levi Coffin lived in this house from 1827 to 1847; where he helped as many as 2;000 slaves escape to freedom. The house was known as the Union Depot of the Underground Railroad; and it contained secret doors that could hide fugitives.[18],39.95638889,-84.9175
Indiana,Eugene V. Debs Home,Eugene V. Debs; founder of Industrial Workers of the World and the American Railway Union; lived in this home from its construction in 1890 until his death in 1926. He ran as a Socialist candidate in the 1900; 1904; 1908; 1912; and 1920 United States presidential elections.[19],39.47166667,-87.40555556
Indiana,Eleutherian College Classroom and Chapel Building,Founded in 1848 by abolitionist Baptist Church members; Eleutherian College was the first college in Indiana to admit students regardless of race or gender. The Chapel building was completed in 1854 and is the last structure remaining.[20],38.83083333,-85.51638889
Indiana,First Baptist Church,Completed in 1965; the First Baptist Church is an example of modern architecture in Columbus. It was designed by architect Harry Weese.[21],39.23361111,-85.87222222
Indiana,First Christian Church,Designed by Finnish architect Eliel Saarinen in 1942; the First Christian Church was one of the first modern-style churches in America.[22],39.20305556,-85.91888889
Indiana,Thomas Gaff House (Hillforest),Located above the Ohio River; Hillforest was built in 1855 in the Italian Renaissance architectural style. Designed by Isaiah Rogers; its full-width frontal porch is reminiscent of a steamboat's deck.[23],39.05388889,-84.90166667
Indiana,Grouseland,Grouseland was the home of William Henry Harrison from 1804 to 1812; while he was Governor of the Indiana Territory. He held conferences there with Native Americans; including Shawnee leader Tecumseh. Harrison later became the 9th President; serving one month in 1841.[24],38.68555556,-87.52611111
Indiana,Benjamin Harrison Home,Benjamin Harrison lived in this Italianate house from 1875 until his death there in 1901; except from 1889 to 1893 while he was the 23rd President. He was also a Senator from Indiana from 1881 to 1887. Harrison accepted the Republican nomination for the Presidential election in 1888 and conducted his Front Porch Campaign here.[25],39.78388889,-86.15416667
Indiana,Indiana War Memorial Plaza,"The Indiana World War Memorial; begun in 1926 and finished in 1965; is a building commemorating World War I and II veterans. It is 210 feet (64 m) tall; made of Indiana limestone; and based on the Mausoleum of Mausolus. Within it is a military museum. The Plaza also includes the American Legion headquarters; Cenotaph square; an obelisk; and fountains.[26]  Originally ""Indiana World War Memorial Plaza Historic District""; it was enlarged and renamed in December 2016.[27]",39.77361111,-86.15694444
Indiana,Indianapolis Motor Speedway,The Indianapolis Motor Speedway is home to the Indianapolis 500; first held in 1911. The track; built in 1909; is the world's oldest continuously operating automobile race course. The 500 is the largest single-day sporting event in the world in terms of attendance; and with seating of over 250;000; it is also the world's largest sporting facility.[28],39.79611111,-86.23472222
Indiana,Irwin Union Bank and Trust,Designed by Eero Saarinen in 1954; the Irwin Bank is meant to be welcoming; being the first open bank with glass walls. It has a Miesian glass pavilion and influenced subsequent bank designs.[29],39.20361111,-85.92138889
Indiana,Lanier Mansion,Banker and international financier James Lanier lived in this home; built in the early 1840s; for seven years. It is an example of Greek Revival style from architect Francis Costigan and is now a museum.[30],38.735,-85.38722222
Indiana,Lincoln Boyhood Home,The 16th US President Abraham Lincoln grew up here from 1816 to 1830. The site features the foundation of the original cabin; a replica farm house; the gravesite of Lincoln's mother Nancy Hanks Lincoln; and a memorial building.[31],38.12027778,-86.99694444
Indiana,Madison Historic District,The Madison Historic District showcases architecture from 1817 to 1939; having many buildings in Federal; Greek Revival and Italianate styles. Infrastructure and houses remain from the 19th century; related to leaders of the Underground Railroad.[32],38.74222222,-85.37722222
Indiana,Mabel McDowell Elementary School,Architect John Carl Warnecke designed this contextual work as part of the movement to improve the quality of life in Columbus through outstanding architecture. This school in the modern style contains five separate one-story buildings linked by landscaped courtyards and covered walkways. Four classroom buildings flank the central hub which contains the cafeteria and administration spaces. It has been converted to an adult education center.[33],39.20194444,-85.89194444
Indiana,Miller House,Associated with Cummins founder J. Irwin Miller; the Miller House is a work of Eero Saarinen representing International style. The building is integrated with the modern landscape of Dan Kiley.[34],39.22722222,-85.92305556
Indiana,New Harmony Historic District,New Harmony was founded in 1815 by Rappites; and in 1825 Robert Owen attempted to create a utopian society. Many original Harmony Society buildings remain.[35],38.13,-87.93555556
Indiana,North Christian Church,Completed in 1964; this was designed by Finnish architect Eero Saarinen. It has a hexagonal shape with an elevated hexagonal sanctuary in the center and pews surrounding the altar. From the roof rises a 192-foot (59 m) spire and cross; which represents Christianity arising from Judaism.[36],39.23,-85.91611111
Indiana,Oldfields (J. K. Lilly House),On the grounds of the Indianapolis Museum of Art; Oldfields is a 26-acre (110;000 m2) estate. The 22-room mansion was the home of philanthropist and businessman Josiah K. Lilly; Jr. and was designed by Olmsted Brothers.[37],39.82833333,-86.18555556
Indiana,The Republic,Myron Goldsmith of Skidmore; Owings and Merrill designed this newspaper publishing house. It is the youngest architectural National Historic Landmark ever designated.[38],39.19972222,-85.92166667
Indiana,James Whitcomb Riley House,Located in the Lockerbie Square Historic District; this Victorian style building was home to Hoosier Poet James Whitcomb Riley for 23 years.[39],39.77222222,-86.14777778
Indiana,Charles Shrewsbury House,Francis Costigan designed this Classical Revival house for merchant Charles L. Shrewsbury. It was completed in 1849 and is an example of Regency architecture.[40],38.73472222,-85.38277778
Indiana,Spencer Park Dentzel Carousel,This is one of three remaining Dentzel menagerie carousels in good condition. It is also called the Riverside Park Carousel.[41],40.75944444,-86.35555556
Indiana,Clement Studebaker House,Carriagemaker and founder of H & C Studebaker Company Clement Studebaker lived here from 1889 until his death in 1901. In the 1890s the company was the world's largest producer of horse-drawn vehicles. It later converted into an automobile manufacturer. The mansion was named Tippecanoe Place and has been turned into a restaurant.[42],41.67638889,-86.25777778
Indiana,Tippecanoe Battlefield,In the Battle of Tippecanoe on November 7; 1811; Indiana Territory Governor William Henry Harrison and his force of 1;000 men defeated the Shawnee and their leader Tenskwatawa.[43],40.46888889,-86.84527778
Indiana,Samara (John E Christian House),Completed in 1956; Samara is an outstanding and mature example of a Usonian house designed by Frank Lloyd Wright  during his late period (1941-59). It is a remarkably complete Usonian design; incorporating more than 40 Wrightian design elements; including character-defining Usonian features such as modular design; indoor-outdoor connections; slab floor construction; flat roofs; and open-plan public spaces conducive to simple living for average middle-class families.[44],40.43861111,-86.91638889
Indiana,Wallace Circus Winter Headquarters,This building was used by the Hagenbeck-Wallace Circus; the American Circus Corporation and the Ringling Brothers Circus as a winter headquarters. It is now the Circus Hall of Fame and has many artifacts from classic circuses.[45],40.75444444,-86.01972222
Indiana,General Lew Wallace Study,Lew Wallace was a Civil War general; governor of the New Mexico Territory; and minister to the Ottoman Empire; and he is best known for writing Ben-Hur: A Tale of the Christ. He used this building as his study from 1895 until his death in 1905. Wallace designed it himself; and it is now a museum.[46],40.04055556,-86.89444444
Indiana,Madame C.J. Walker Manufacturing Company,Madam C. J. Walker founded a manufacturing company that produced hair care products and cosmetics for Black women; and it was the most successful Black business for years. Finished in 1927; the building also served as a community cultural center. It has since been restored and hosts many performing arts and educational programs.[47],39.77583333,-86.16694444
Indiana,Marie Webster House,This was the home of quilter Marie Webster; who wrote Quilts: Their History and How to Make Them. It is now the home of the Quilters Hall of Fame.[48],40.5525,-85.66
Indiana,West Baden Springs Hotel,West Baden Springs has many natural mineral water springs. This hotel was built in 1902; and its 200-foot (61 m) glass dome was once the largest dome in the world.[49],38.56722222,-86.61805556
Indiana,West Union Covered Bridge,One of the nation's best-preserved examples of a 19th-century Burr Truss covered bridge.[50],39.855,-87.33583333
Iowa,Amana Colonies,Amana Villages community; historic and modern.,41.79972222,-91.92083333
Iowa,Blood Run Site,An archaeological site; overlapping into South Dakota.,43.46666667,-96.58333333
Iowa,Davis Oriole Earthlodge Site,A well-preserved Plains Indian lodge archaeological site; located in Pony Creek Park,41.07111111,-95.78666667
Iowa,Grenville M. Dodge House,,41.255,-95.84805556
Iowa,Dubuque County Jail,,42.50166667,-90.66472222
Iowa,The Farm House,Home of agriculturist and teacher Seagram A. Knapp and of U.S. Secretary of Agriculture James Wilson; now on Iowa State University campus.,42.02805556,-93.64222222
Iowa,Fort Des Moines Provisional Army Officer Training School,Training site for black officers in World War I.,41.52666667,-93.61527778
Iowa,George M. Verity (towboat),One of three surviving steam-powered towboats in the United States; this ship pioneered on upper Mississippi in a certain way; leading to large private industry.,40.39138889,-91.3725
Iowa,William P. Hepburn House,,40.74166667,-95.04194444
Iowa,Reverend George B. Hitchcock House,,41.30333333,-95.10333333
Iowa,Herbert Hoover Birthplace,Two-room cottage birthplace of Herbert Hoover; 31st U.S. President.,41.66861111,-91.34805556
Iowa,Indian Village Site (Witrock Area),An archaeological site.,42.98055556,-95.42277778
Iowa,Lone Star (towboat),A towboat.,41.59833333,-90.3425
Iowa,Merchants' National Bank,Louis Sullivan-designed bank building on a corner in Grinnell.,41.74222222,-92.72583333
Iowa,Julien Dubuque's Mines,Historic district including Julien Dubuque Monument and archaeological sites relating to early lead mining in area.,42.46861111,-90.64638889
Iowa,Old Capitol,It is one of the five-building Pentacrest; another NRHP.,41.65944444,-91.53555556
Iowa,Sergeant Floyd (towboat),Another of just 3 steam-powered towboats surviving.,42.49111111,-96.41861111
Iowa,Sergeant Floyd Monument,Monument to the only member of the 1805 Lewis and Clark expedition who died during the trip. First declared U.S. National Historic Landmark.,42.46055556,-96.3775
Iowa,Terrace Hill,Governor's mansion on hilltop in what is now downtown Des Moines.,41.58333333,-93.64888889
Iowa,Toolesboro Mound Group,Mound site.,41.15,-91.05
Iowa,Van Allen and Company Department Store,A Louis Sullivan-designed 4 story building; now apartments over commercial space.,41.84111111,-90.18833333
Iowa,James B. Weaver House,Home of James Weaver.,40.75527778,-92.4125
Iowa,William M. Black (dredge),Sidewheel dredge operated by U.S. Corps of Engineers.,42.49527778,-90.66222222
Iowa,Woodbury County Courthouse,One of finest Prairie School buildings in the United States.,42.49722222,-96.40555556
Kansas,Black Jack Battlefield,"The three-hour Battle of Black Jack; fought on June 2; 1856; marked a culmination of escalating violence in ""Bleeding Kansas"" and the beginning of John Brown's war on slavery; which would culminate in his raid on Harpers Ferry three years later.[4]",38.76166667,-95.13055556
Kansas,Council Grove Historic District,Here; in 1825; the United States and the Osage Nation negotiated a treaty that guaranteed safe passage through Osage territory to caravans on the Santa Fe Trail. Providing water; feed; and timber; it later became a natural stopping place on the trail.,38.66055556,-96.48972222
Kansas,El Cuartelejo,This archeological district consists of more than 20 sites; mostly associated with the Dismal River/Plains Apache culture; dating from c CE 1650 to 1750. The principal site is a pueblo ruin thought to have been built by Taos Indians who sought refuge with the Apache during times of trouble with the Spanish. It is the northeasternmost example of a pueblo in the country. The site also illustrates Spanish explorations in the Great Plains that predates those of the United States.,38.67805556,-100.9141667
Kansas,Fort Larned,From 1860 until 1878; this was the most important fort guarding the northern portion of the Santa Fe Trail. Abandoned; the fort became private property and the center of a large ranching operation. It has been restored to the 1860s period to serve as one of the nation's best-preserved mid-19th century western military posts; consisting of one-story stone buildings are arranged around a quadrangle.,38.17361111,-99.19888889
Kansas,Fort Leavenworth,This fort has been in continuous occupation by the United States Army since it was first established in 1827 to protect caravans on the Santa Fe Trail. It played a pivotal roles in the Mexican and Civil Wars; and it became the temporary capital of the Kansas Territory in 1854.,39.355,-94.92111111
Kansas,Fort Scott,"This fort; established in 1842 and abandoned in 1853; served first as a frontier outpost along the ""Permanent Indian Frontier""; then as a Civil War garrison. During the Civil War; the fort was a major focal point of black troop activity and training.",37.84194444,-94.70472222
Kansas,Haskell Institute,,38.93972222,-95.23277778
Kansas,Hollenberg (Cottonwood) Pony Express Station,Built by Gerat H. Hollenberg in 1858; this cabin was associated with the Oregon and California Trails; the Pony Express; and the Butterfield Overland Mail. Hollenberg traded with emigrants on the trails; operated the westernmost Pony Express station in Kansas; and provided relay services for the Overland Mail. The building has never been moved and retains its original dimensions.,39.89888889,-96.84361111
Kansas,Lecompton Constitution Hall,,39.04361111,-95.39444444
Kansas,Lower Cimarron Spring,,37.39833333,-101.3708333
Kansas,Marais des Cygnes Massacre Site,,38.28138889,-94.62111111
Kansas,Medicine Lodge Peace Treaty Site,,37.26527778,-98.59305556
Kansas,Carrie A. Nation House,,37.27555556,-98.58194444
Kansas,Nicodemus Historic District,"Established by African Americans during the Reconstruction Period following the Civil War; the town of Nicodemus symbolizes the pioneer spirit of people formerly enslaved. Established on homestead land; the town of Nicodemus was officially founded on September 17; 1877. It is the only remaining town of the ""Exoduster"" movement; which was organized mainly through the efforts of Benjamin ""Pap"" Singleton; who was responsible for founding 11 colonies in Kansas between 1873 and 1880.",39.39444444,-99.61694444
Kansas,Norman No. 1 Oil Well,,37.41472222,-95.67305556
Kansas,Parker Carousel,One of three surviving carousels of the Abilene-based Charles W. Parker Carousel Company,38.90944444,-97.20861111
Kansas,Santa Fe Trail Remains,Two mile section of old Santa Fe Trail ruts,37.79194444,-100.1969444
Kansas,Shawnee Mission,,39.03305556,-94.62416667
Kansas,Spring Hill Ranch,Centerpiece of the Tallgrass Prairie National Preserve,38.43277778,-96.55888889
Kansas,Sumner Elementary School/ Monroe Elementary School,School involved with the Supreme Court Case Brown v. Board of Education,39.05833333,-95.68305556
Kansas,Warkentin Farm,Homestead of Bernhard Warkentin.,38.00694444,-97.50416667
Kansas,Western Branch; National Home for Disabled Volunteer Soldiers,,39.27861111,-94.89138889
Kansas,William Allen White House,Home of influential Progressive journalist William Allen White from 1899 until his death in 1944,38.40888889,-96.175
Kansas,Whiteford (Price) Site,An archaeological site of human occupation during 1000-1300 AD.,38.86,-97.53277778
Kansas,Wyandotte National Burying Ground; Eliza Burton Conley Burial Site,,39.11472222,-94.62611111
Kentucky,Daniel C. Beard Boyhood Home,Home of Daniel Carter Beard; a founder of the Boy Scouts of America,39.08916667,-84.50555556
Kentucky,BELLE OF LOUISVILLE (river steamboat),One of the last authentic steamboats in existence,38.25916667,-85.75555556
Kentucky,Burks' Distillery,The oldest active distillery in Kentucky,37.64777778,-85.34888889
Kentucky,Camp Nelson Historic and Archeological District,Military depot and African-American recruitment center for the Union Army.,37.78777778,-84.59805556
Kentucky,Churchill Downs,Home of the legendary Kentucky Derby,38.20305556,-85.77
Kentucky,Henry Clay Home (Ashland),Home of Henry Clay,38.02861111,-84.48
Kentucky,Covington and Cincinnati Suspension Bridge,Prototype for New York's Brooklyn Bridge,39.09222222,-84.50944444
Kentucky,Fort Boonesborough Site,One of the original settlements in Kentucky,37.90055556,-84.26833333
Kentucky,Jacobs Hall; Kentucky School for the Deaf,Oldest remaining building at the Kentucky School for the Deaf[4],37.64138889,-84.77166667
Kentucky,Keeneland Race Course,Race track,38.04555556,-84.61055556
Kentucky,Labrot and Graham's Old Oscar Pepper Distillery,Makers of Woodford Reserve,38.11277778,-84.81194444
Kentucky,Liberty Hall,Home of John Brown; who helped Kentucky attain statehood,38.19972222,-84.88111111
Kentucky,Lincoln Hall; Berea College,Building at Berea College; first biracial college in the United States,37.57194444,-84.28583333
Kentucky,Locust Grove,Former domicile of George Rogers Clark,38.28694444,-85.66194444
Kentucky,Louisville Water Company Pumping Station,Historic water tower along the Ohio River. (Verify that pumping station is same as tower.),38.28055556,-85.70111111
Kentucky,MAYOR ANDREW BROADDUS (Lifesaving Station),Only remaining floating lifestation,38.25916667,-85.755
Kentucky,Dr. Ephraim McDowell House,Site of first successful ovariotomy; done by Ephraim McDowell,37.645,-84.77111111
Kentucky,Middle Creek Battlefield,Site of an early Union victory in January 1862; with future President James A. Garfield commanding the Union troops.,37.65027778,-82.81388889
Kentucky,Mill Springs Battlefield,Where a Union victory ended Confederate defensive line in Kentucky in 1862,37.00527778,-84.75777778
Kentucky,Old Bank of Louisville,,38.25555556,-85.75555556
Kentucky,Old Morrison; Transylvania College,One of the first buildings of Transylvania University; the first college built west of the Appalachian Mountains,38.0525,-84.49388889
Kentucky,Old State House,,38.20027778,-84.87666667
Kentucky,Perryville Battlefield,Site of largest battle in Kentucky during the American Civil War,37.67527778,-84.96972222
Kentucky,Pine Mountain Settlement School,Brought to a rural community an urban settlement house.[5],36.94861111,-83.18305556
Kentucky,Shakertown at Pleasant Hill Historic District,Home of a Shaker community,37.81805556,-84.74027778
Kentucky,George T. Stagg Distillery,This is a rare example of a distillery that operated before; during; and after Prohibition.,38.2175,-84.86972222
Kentucky,Zachary Taylor House,Home of U.S. President Zachary Taylor,38.27916667,-85.64722222
Kentucky,United States Marine Hospital,,38.27111111,-85.78416667
Kentucky,Wendover (Frontier Nursing Service Headquarters),First American attempt to professionalize midwifery,37.1275,-83.36527778
Kentucky,Whitney M. Young Birthplace and Boyhood Home,Birthplace and childhood home of Whitney Young,38.22277778,-85.37222222
Louisiana,Acadian House,Acadian house.[4],30.13638889,-91.825
Louisiana,The Cabildo,Late 18th-century building on Jackson Square; city hall from the colonial era through early 19th century; now one of the properties of the Louisiana State Museum.,29.9575,-90.06388889
Louisiana,George Washington Cable House,Garden District cottage home of author George Washington Cable.[5],29.92638889,-90.08694444
Louisiana,Courthouse and Lawyers' Row,Built in the mid-19th century; this courthouse and five nearby law office buildings are examples of Greek Revival architecture.[6],30.86638889,-91.01833333
Louisiana,DELUGE (Firefighting Tug),The DELUGE; a fireboat that served the Port of New Orleans; is an example of large fireboats found in major ports during the 1920s.[7],29.95416667,-90.055
Louisiana,James H. Dillard House,This was the home of James Hardy Dillard; an educator at Tulane University and director of the Slater Fund and Jeanes Foundation. Born in 1856; Dillard spent most of his life improving the education of blacks in the United States.[8][9],29.93611111,-90.12666667
Louisiana,Evergreen Plantation,Composed of 37 buildings; including a main house and 22 extant slave cabins; Evergreen Plantation is an intact example of major plantation complexes found during the antebellum era of the Southern United States.[10] Open to visitors.,30.02722222,-90.64055556
Louisiana,Fort De La Boulaye,Fort De La Boulaye was a fort built in 1699–1700; when France took control of the mouth of the Mississippi River.,29.64916667,-89.94444444
Louisiana,Fort Jackson,Constructed on the lower Mississippi River after the War of 1812; it was the site of the Battle of Forts Jackson and St. Philip in 1862. A public park; the fort was flooded for several weeks in 2005 after two hurricanes.,29.35777778,-89.455
Louisiana,Fort Jesup,Fort Jesup was built in 1822–32; to help protect the western border between American and Spanish territories. Under the command of future U.S. President Zachary Taylor; soldiers at the fort monitored Texas as it passed from Spanish and Mexican control; until the Mexican–American War in 1846.[11],31.61138889,-93.40083333
Louisiana,Fort St. Philip,Established on the Mississippi River in the 18th century; Fort St. Philip's major engagements were 10-day naval sieges during the War of 1812 and American Civil War. The site is privately owned and has deteriorated greatly because of river flooding; erosion; and tropical storms.,29.36388889,-89.46277778
Louisiana,Gallier Hall,Designed by James Gallier (Sr.) in the mid-1800s; City Hall until mid-20th century and continues in use for civic and community purposes.,29.94888889,-90.07083333
Louisiana,Gallier House,Beautifully restored home designed by James Gallier; Jr.,29.96138889,-90.06166667
Louisiana,Garden District,,29.92777778,-90.08472222
Louisiana,Nicholas Girod House,Originally constructed in 1797; by 1821 it was owned by former Mayor Nicolas Girod; a wealthy French American who refurbished it in preparation for a rescue of Napoleon from his exile. Word was received of Napoleon's death —the building is commonly known as the Napoleon House. Since 1914 has functioned as the Napoleon House restaurant.,29.95583333,-90.06527778
Louisiana,Hermann-Grima House,,29.95722222,-90.0675
Louisiana,Homeplace Plantation House,Built circa 1790; large French Colonial raised cottage. Not open to the public.,29.97111111,-90.4075
Louisiana,Jackson Square,Central square of the Vieux Carré; historically called the Place d'Armes (Plaza de Armas). Redesigned as a public park and renamed in the mid-19th century; by Micaela Almonester; Baroness de Pontalba.,29.95555556,-90.06305556
Louisiana,USS KIDD (Destroyer),,30.44444444,-91.19138889
