address,description,lat,lng
Isabella; California ,Isabella is a former settlement in Kern County; California.[1] It was located 4.5 miles (7.2 km) north-northeast of Bodfish;[2] at an elevation of 2516 feet (767 m).[1] The site was inundated by Lake Isabella.[1],35.65555556,-118.4611111
Ivanpah (ghost town); California ,Ivanpah (sometimes referred to as Ivanpah I) was a short-lived silver mining town located in San Bernardino County; California; United States. It was founded in 1869 and existed until at least the mid-1880s. ,35.545,-115.53527779999999
Jaeger City; California ,Jaeger City or Jaegerville; was a former settlement in what is now Imperial County; California; at Jaeger's Ferry on the Colorado River a mile downstream from Fort Yuma.  It was named for L. J. F. Jaeger who ran the ferry there from 1851.,32.73111111,-114.6297222
Jay; California ,Jay is a former settlement in Inyo County; California.[1] It was located on the railroad 3 miles (4.8 km) south of Evelyn.[1],34.2474498,-117.2076443
Joe Walker Town; California ,Joe Walker Town is a former settlement in Kern County; California.[1] It was located in the Walker Basin near Joe Walker Mine.[1] The place was named after Joe Walker (as was the mine and basin).[1],35.42222222,-118.49305559999999
Joyfull; California ,Joyfull (also; Joyful) is a former settlement in Kern County; California.[1] It was located 2 miles (3.2 km) southwest of Bakersfield.[1],37.696014700000006,-121.9726848
Kasson; California ,Kasson is a former settlement in Inyo County; California.[1],37.7293514,-121.33217169999999
Kern River Slough; California ,Kern River Slough is a former settlement in Kern County; California.[1],35.25972222,-118.9675
Kernvale; California ,Kernvale is a former settlement in Kern County; California.[1] It was located 1.25 miles (2 km) south-southwest of Lake Isabella.[1],35.7546732,-118.42536270000001
Kernville (former town); California ,Kernville (also; Whiskey Flat; Rogersville and Williamsburg) is a former settlement in the Kern River Valley of the Sierra Nevada; in Kern County; California.[1],35.71416667,-118.43666670000002
Kearsarge (ghost town); California ,Kearsarge or Kearsarge City is a former mining settlement in Inyo County; eastern California.  It was located high on the east slope of the Sierra Nevada; 8 miles (13 km) west of present-day town of Independence; California.,36.81,-118.325
Keeler; California ,Keeler; formerly known as Hawley is a census-designated place (CDP) in Inyo County; California; United States.[2] Keeler is located on the east shore of Owens Lake 11.5 miles (19 km) south-southeast of New York Butte;[3] at an elevation of 3602 feet (1098 m).[2] The population was 66 people at the 2010 census; unchanged from the 2000 census.,36.48722222,-117.8738889
Kelso; California ,"Kelso is a ghost town and defunct railroad depot in the Mojave National Preserve in San Bernardino County; California; USA. It was named after railroad worker John H. Kelso; whose name was placed into a hat along with two other workers to decide the name of the town. The town was built in 1905 specifically as a railroad station along the rail line between Utah and Los Angeles; originally called ""Siding 16;"" because of its location and nearby springs that provided abundant water.",35.0125,-115.6536111
Kingston; California ,Kingston is a former town that is no longer in existence.  Originally in Fresno County; until 1909 when Fresno County lands in the vicinity; south of Kings river were transferred to Kings County; California.[1] It was located on the south bank of the Kings River 8.5 miles (13.7 km) northwest of Hanford at Whitmore's Ferry.[1],36.41666667,-119.68333329999999
Kocher; California ,Kocher is a former settlement in Mariposa County; California.[1],,
Kumaini; California ,Kumaini (also; Coomine and Ku-mai-ni) is a former Awani settlement in Mariposa County; California.[1],36.778261,-119.4179324
Kyan; California ,Kyan is a former settlement in Kern County; California.[1] It was located on the Sunset Railroad 11.5 miles (19 km) east of Taft;[2]  at an elevation of 335 feet (102 m).[1] Kyan still appeared on maps as of 1932.[1],35.12527778,-119.2625
Lane Mill; California ,Lane Mill is a former settlement in Inyo County; California.[1] It lay at an elevation of 4363 feet (1330 m);[1]northeast of Darwin; California.,36.28194444,-117.57083329999999
La Panza; California ,La Panza; a populated place; formerly a gold boom town; in San Luis Obispo County; California.  It lies in the La Panza Range at an elevation of 1880 feet (573m).[1]  La Panza derives from a Spanish word for paunch of beef; that Californio hunters used to lure bears.  The location was recorded in 1828; with the name paraje la panza (the paunch place).[2],35.36111111,-120.21555559999999
La Rose; California ,La Rose is a former settlement in Kern County; California.[1] It was located on the Southern Pacific Railroad 3 miles (4.8 km) northwest of Mojave;[2] at an elevation of 3766 feet (1148 m).[1] La Rose still appeared on maps as of 1947.[1],35.10416667,-118.27166670000001
Langdon; California ,Langdon is a former settlement in Kern County; California.[1] It was located 16 miles (26 km) southeast of Bakersfield.[1],34.2309505,-118.47019180000001
Lavers' Crossing; California ,Lavers' Crossing is a former settlement in Kern County; California.[1] It was located 1 mile (1.6 km) west-northwest of Glennville.[1],35.73666667,-118.7211111
Leadfield; California ,Leadfield was an unincorporated community; and historic mining town in Inyo County; California.[1] It is now a ghost town. It is located in Titus Canyon in the Grapevine Mountains; east of Death Valley in Death Valley National Park. Leadfield lies at an elevation of 4;058 ft (1;237 m).[1] It is on the National Register of Historic Places.,36.84666667,-117.05916670000002
Lee; California ,Lee (also; Lees Camp) is a former settlement in Inyo County; California.[1],34.061431,-118.31836399999999
Lee Camp; California ,,38.0517916,-120.53152079999998
Leliter; California ,Leliter (also; Muerto)[2] is a former settlement in Kern County; California.[1] It was located on the Southern Pacific Railroad 4.5 miles (7.2 km) north-northwest of Inyokern;[2] at an elevation of 2303 feet (702 m).[1] Leliter still appeared on maps as of 1943.[1],35.71055556,-117.83027779999999
Leon; California ,Leon now a ghost town; was a gold mining town in northern San Diego County from the 1880s; named for the Leon Mine that lay on a hill to the northwest of the town.[1] Leon became part of southwestern Riverside County in 1893. Leon had its own post office from May 4; 1888 until July 31; 1911 when its post office was moved to Perris; California.[2],33.6525,-117.13555559999999
Leonards; California ,Leonards is a former settlement in Kern County; California.[1] It was located 5 miles (8 km) southwest of Wasco;[2] at an elevation of 295 feet (90 m).[1] Leonards still appeared on maps as of 1947.[1],35.55055556,-119.40305559999999
Levee; California ,Levee is a former settlement in Kern County; California.[1] It was located on the Sunset Railroad 1.5 miles (2.4 km) north of Levee Spur;[2] at an elevation of 289 feet (88 m).[1] Levee still appeared on maps as of 1933.[1],35.175,-119.235
Levee Spur; California ,Levee Spur is a former settlement in Kern County; California.[1] It was located on the Sunset Railroad 3 miles (4.8 km) northwest of Millux.[1],36.778261,-119.4179324
Lexington; California ,Lexington; California; is a ghost town in Santa Clara County; now submerged by the Lexington Reservoir. Originally located along  Los Gatos Creek; the town was 550 feet above sea level.[2],37.19638889,-121.9883333
Liberty; San Joaquin County; California ,Liberty is a ghost town in San Joaquin County; in the U.S. state of California.,37.986658500000004,-121.3512087
Linda Rosa; California ,"Linda Rosa; or Linda Rose; is a former populated place; formerly in San Diego County; now in Riverside County; California.  The town site of Linda Rosa was located southwest of the old town of Murrieta; California on the west side of Murrieta Creek.[1]  Linda Rosa is a name derived from Spanish meaning ""pretty rose"".[2]",33.52916667,-117.17527779999999
Lila C; California ,Lila C (also known as Ryan or Old Ryan)[2][1] is a former settlement in Inyo County; California.[1] It was located 6.25 miles (10 km) southwest of Death Valley Junction; at an elevation of 2562 feet (781 m).[1][2],36.24333333,-116.4988889
Little Dixie; California ,Little Dixie is a former settlement in Kern County; California.[1] It was located on Little Dixie Wash 17 miles (27 km) north-northeast of Cross Mountain;[2] at an elevation of 3274 feet (998 m).[1] Little Dixie still appeared on maps as of 1915.[1],35.49527778,-118.00194440000001
Llano del Rio ,"Llano del Rio was a commune (or ""colony"") located in what is now Llano; California; east of Palmdale in the Antelope Valley; Los Angeles County. The colony was devised by lawyer and socialist politician Job Harriman after he had failed his bid to become the mayor of Los Angeles in 1911. The colony's land was acquired in 1913 and it was formally launched on May 1; 1914.",34.5,-117.81666670000001
Lone Pine Station; California ,Lone Pine Station (also; Mount Whitney and Whitney)[1] is a former settlement in Inyo County; California.[2] It was initially located on the Carson and Colorado Railroad 3 miles (4.8 km) east-northeast of Lone Pine.[1][2] Later the Southern Pacific Railroad was built on the place.[1],36.61805556,-118.04055559999999
Lookout City; California ,Lookout City is a former settlement in the Mojave Desert; in  Inyo County; California.[1] It lay at an elevation of 3579 feet (1091 m).,36.24583333,-117.43472220000001
Lower Calaveritas; California ,Lower Calaveritas is a former settlement and waystation in Calaveras County; 3.5 miles (5.6 km) west of Calaveritas; then called Upper Calaveritas to distinguish it from Lower Calaveritas.[1],38.158443,-120.60988600000002
Ludlow; California ,Ludlow is an unincorporated community in the Mojave Desert on Interstate 40; located in San Bernardino County; California; United States. The older remains of the ghost town are along historic Route 66.,34.72111111,-116.16
Lyons Station Stagecoach Stop ,The Lyons Station Stagecoach Stop; (originally Hart's Station; then Wiley's Station); was a tavern and stagecoach stop near the southwest corner of Newhall Avenue and Sierra Highway; by Eternal Valley Cemetery. The site is located in the present day Newhall section of Santa Clarita; in Los Angeles County; California.,34.36277778,-118.5075
Macheto; California ,Macheto (also; Ma-che-to and Machayto) is a former Awani settlement in Mariposa County; California.[1],,
Mammoth Cave; California ,Mammoth Cave is a former settlement in Calaveras County; California; 3 miles (4.8 km) southeast of Mountain Ranch.[1]  A post office operated in Mammoth Cave from 1883 to 1887.[1],38.202971999999995,-120.5090304
Old Mammoth; California ,Old Mammoth is a former unincorporated community now incorporated in Mammoth Lakes in Mono County; California.[1] It lies at an elevation of 8015 feet (2443 m).[1],37.62611111,-118.98305559999999
Manchester (Monterey County); California ,,38.9699164,-123.68692879999999
Manzanar; California ,"Manzanar (Spanish for ""apple orchard""; formerly; Manzanar Gate[1] and Francis[2]) was a town in Inyo County; California found by Canadian-American water engineer George Chaffey.[1]",36.74,-118.08055559999998
Martendale; California ,Martendale is a former settlement in Kern County; California.[1] It was located just south of Cawelo.[1],36.778261,-119.4179324
Martinez; Tuolumne County; California ,Martinez was a mining settlement during the California Gold Rush in Tuolumne County; California. It became a ghost town; but now is a populated place at an elevation of 2;182 feet / 665 meters; north of Sawmill Flat another former gold rush settlement.[1],38.02333333,-120.3797222
Masonic; California ,Masonic (formerly Lorena) is a ghost town located about 10 miles (16 km) northeast of Bridgeport; Mono County; California; USA.[1] The town consists of an upper; middle; and lower town;[1] most of the few ruins remaining are in the middle town. Gold was first discovered in the 1860s; but production ceased near the start of the 20th century. The town's population peaked at about 1;000.,38.3625,-119.1125
McLeans Bar; California ,McLeans Bar is a former settlement in Calaveras County; 1 mile (1.6 km) upstream from the former settlement of Melones near the confluence of Coyote Creek and the Stanislaus River.[1] It was across the river from McLeans Ferry.,34.036496500000005,-118.47716340000001
McLeans Ferry; California ,McLeans Ferry is a former settlement in Calaveras County; 1 mile (1.6 km) upstream from the former settlement of Melones near the confluence of Coyote Creek and the Stanislaus River.[1] It was across the river from McLeans Bar.,36.778261,-119.4179324
Melones; California ,Melones (also; Robinsons Ferry and Robinson's)[2] is a former settlement in Calaveras County; California; now submerged beneath a reservoir named New Melones Lake. It lay at an elevation of 955 feet (291 m). Melones was founded on the site of a ferry operated from 1848 by John W. Robinson and Stephen Mead. The town initially took its name from the ferry.[2],38.0125,-120.4986111
Mentryville; California ,Mentryville was an oil drilling town in the Santa Susana Mountains in Los Angeles County; California; USA.  It was started in the 1870s around the newly discovered oil reserves in that area.  The first oil strike was on September 26; 1876. The town is located at the terminus of Pico Canyon Road; four miles west of the Lyons Avenue exit from I-5 in Santa Clarita.,34.36666667,-118.6
Merced Falls; California ,Merced Falls is an unincorporated community in Merced County; California.[1] It is located on the north bank of the Merced River 6 miles (9.7 km) east of Snelling;[2] at an elevation of 348 feet (106 m).[1]Merced Falls was named for a set of rapids on the Merced River.,37.52305556,-120.3325
Mercuryville; California ,Mercuryville; California is a ghost town in the Mayacamas Mountains along The Geysers road.,38.77611111,-122.83944440000002
Midland; California ,Midland is a ghost town in Riverside County in the southeastern part of the U.S. state of California. It is adjacent to the Little Maria Mountains and located about 20 mi (32 km) northwest of Blythe. It is accessible from Blythe in the south via Lovekin Boulevard and Midland Road; and from Rice in the north via Midland Road.,33.86111111,-114.8022222
Midway; Kern County; California ,Midway is a former settlement in Kern County; California; USA.[1] It was located near the site of present-day Fellows.[1],35.172609,-119.54392299999999
Mill Valley; Calaveras County; California ,Mill Valley is a former settlement in Calaveras County; California; 9.5 miles (15.3 km) northeast of Mokelumne Hill.[1]  A post office operated in Mill Valley from 1856 to 1861.[1],37.906036799999995,-122.5449763
Minear; California ,Minear is a former settlement in Mariposa County; California.[1] It was located 6 miles (9.7 km) north of Jerseydale.[1],,
Mount Ophir; California ,Mount Ophir is a ghost town in Mariposa County; California. It was a mining town founded in 1850 during the California Gold Rush; and was the site of the Mount Ophir Mint; the first authorized mint; in California.,37.51472222,-120.0647222
Miramonte; Kern County; California ,Miramonte is a former settlement in Kern County; California.[1] It was located 5 miles (8 km) north of Semitropic.[1],35.3385296,-118.9339629
Monterio; California ,Monterio is a former settlement in Kern County; California.[1] It was located 20 miles (32 km) west-northwest of Rosamond.[1],38.4654695,-123.00888859999999
Moores Flat; California ,Moores Flat (variant: Moore's Flat; formerly; Clinton[2]) is a former settlement in Nevada County; California.  It is situated at an elevation of 4;144 ft (1;263 m) above sea level.[1]  Moores Flat is located 4.25 miles (6.8 km) north-northeast of North Bloomfield.[2],39.41916667,-120.85083329999999
Mormon Island; California ,Coordinates: 38°42′13″N 121°07′03″W﻿ / ﻿38.7035°N 121.1174°W﻿ / 38.7035; -121.1174,38.70361111,-121.1175
Mountain House; Kern County; California ,Mountain House or Willow Springs Station; in what is now Kern County; California; was a stage station of the Butterfield Overland Mail; located 12 miles south of Fountain Spring Station; and 15 miles northeast of Posey Creek Station at Willow Springs on Willow Springs Creek.[1],35.69194444,-118.9175
Moseman; California ,Moseman (also; Moseman Stage Station) is a former settlement in Kern County; California.[1] It was located in the Walker Basin on Walker Basin Creek near that creek's exit from Walker Basin.[1],,
Muroc; California ,Muroc (also; Rogers; Rod; Yucca; and Rodriguez)[2] is a former settlement in Kern County; California in the Mojave Desert.[1],34.92305556,-117.87222220000001
Nadeau; California ,Nadeau is a former settlement in the Tehachapi Mountains; in Kern County; California.[1],33.96555556,-118.24305559999999
Narka; California ,Narka is a former settlement in Inyo County; California.[1] It was located on the Southern Pacific Railroad about 3.5 miles (5.6 km) south of the current settlement of Little Lake.[1] Narka began as a railroad camp before Little Lake was settled.[1] A post office operated at Narka from 1909 to 1913; when the service was transferred to Little Lake.[1],35.93666667,-117.90666670000002
Neil; California ,Neil is a former settlement in Kern County; California.[1] It was located on Rogers Dry Lake 1 mile (1.6 km) north-northwest of Muroc.[1],39.698890000000006,-122.95917
Negro Flat; Siskiyou County; California ,Negro Flat was a placer gold mining camp on the Salmon River; now located in  Siskiyou County; California.It was located originally in Trinity County; in 1850.[1][2],41.24194444,-123.28083329999998
Neuralia; California ,Neuralia is a former settlement in Kern County; California.[1] It was located on the Southern Pacific Railroad 12 miles (19 km) northeast of Mojave;[2] at an elevation of 2395 feet (730 m).[1] Neuralia still appeared on maps as of 1947.[1],35.19861111,-118.0452778
New Almaden ,The New Almaden quicksilver mine in the Capitancillas range in Santa Clara County; California; United States; is the oldest and most productive quicksilver (i.e.; mercury) mine in the U.S.[4][5] The site was known to the indigenous Ohlone for its cinnabar long before a Mexican settler became aware of the ores in 1820. By the time they were identified as mercury; the mine was perfectly timed to supply the California Gold Rush.[6] The mine ran intermittently after 1927 and eventually closed. It was purchased by the county and is now part of Almaden Quicksilver County Park.,37.18,-121.83555559999999
Newburyport; California ,Newburyport is a former settlement and small unincorporated community in Inyo County; California. It is 14 miles (23 km) northwest of Independence. There are no residents in Newburyport according to the 2000 U.S. Census; and no homes.,34.1805403,-118.90708870000002
New Idria; California ,New Idria was an unincorporated town in San Benito County; California. It was named after the New Idria Mercury Mine; which closed in 1972; resulting in a ghost town.,36.41694444,-120.67444440000001
Newtown; Mariposa County; California ,Newtown is a former settlement in Mariposa County; California.[1] It lay at an elevation of 1821 feet (555 m).[1],37.70333333,-120.19194440000001
9 Mile Station; California ,9 Mile Station was a former settlement in the Mojave Desert; in southwestern Inyo County; California.[1],35.84194444,-117.88305559999999
Nome; California ,Nome is a former settlement in Kern County; California.[1] It was located on the Southern Pacific Railroad 2 miles (3.2 km) northwest of downtown Bakersfield.[1],37.325356799999994,-120.47163
Noonday Camp; California ,Noonday Camp; also known as Mill City; Noonday City; and Tecopa; is a ghost town located in the Mojave Desert east of Tecopa in Inyo County; California. ,35.81083333,-116.10416670000001
North American House; California ,North American House is a former settlement and waystation in Calaveras County; 2 miles (3.2 km) south of Valley Springs.[1],37.7905033,-122.4013644
North Muroc; California ,North Muroc is a former settlement in Kern County; California.[1] It was located 8 miles (13 km) south-southeast of Castle Butte;[2] at an elevation of 2290 feet (698 m).[1] North Muroc still appeared on maps as of 1947.[1],35.005,-117.81888889999999
North Shore; California ,North Shore is a census-designated place in southeastern Riverside County;[2] so named because of its location along the northeast shore of the Salton Sea. It was once a popular vacation destination spot before ever-increasing salinity and pollution of the Salton Sea shut the tourist trade down. The population was 3;477 at the 2010 census.,33.51277778,-115.9272222
Nortonville; California ,Coordinates: 37°57′28″N 121°52′50″W﻿ / ﻿37.95778°N 121.88056°W﻿ / 37.95778; -121.88056,37.95777778,-121.88055559999998
Norval; California ,Coordinates: 38°11′04″N 120°50′29″W﻿ / ﻿38.18444°N 120.84139°W﻿ / 38.18444; -120.84139,38.18444444,-120.8413889
Notomidula; California ,Notomidula (also; No-to-mid-u-la and Notomidoola) is a former Awani settlement in Mariposa County; California.[1] It was located in Yosemite Valley 400 yards (0.37 km) east of Macheto.[1],,
Olig; California ,Olig is a former settlement in Kern County; California.[1] It was located 2 miles (3.2 km) northwest of McKittrick;[2] at an elevation of 1030 feet (314 m).[1] Olig still appeared on maps as of 1912.[1],35.325,-119.6563889
Opie; California ,Opie is a former settlement in Mariposa County; California.[1] It was located 6 miles (9.7 km) northeast of Coulterville.[1],,
Oregon Bar; Calaveras County; California ,Oregon Bar is a former settlement in Calaveras County; California; 4 miles (6.4 km) northwest of Valley Springs on Mokelumne River.[1]  The site of Oregon Bar was drowned in the Camanche Reservoir.[1],38.22852879999999,-120.8843828
Owensville; California ,Owensville (also; Glen Mary) is a former settlement in Inyo County; California.[2] It was located west of the future site of the modern-day town of Laws.[2] Owensville was started as a mining camp in 1863.[2] By 1871 it had been abandoned.[2],37.40083333,-118.34555559999998
Packwood; California ,Packwood (also; Packwood's)[2] is a former settlement in Kern County; California.[1] It was located 11 miles (18 km) south-southeast of Orchard Peak;[2] at an elevation of 1375 feet (419 m).[1] Packwood still appeared on maps as of 1947.[1],35.5875,-120.0602778
Packwood Station; California ,Packwood Station was a settlement established in Tulare County in 1857; on the Stockton - Los Angeles Road. From 1858 to 1861; it was a stagecoach station on the Butterfield Overland Mail route; 12 miles southeast of Visalia and 14 miles north of Tule River Station.[1],36.778261,-119.4179324
Page; California ,Page is a former settlement in Kern County; California.[1] It was located on the railroad 5 miles (8 km) south of Famoso.[1],33.807520000000004,-117.917873
Paloma; Kern County; California ,Paloma is a former settlement in Kern County; California.[1] It was located 2 miles (3.2 km) east-southeast of Millux;[2] at an elevation of 289 feet (88 m).[1],35.17277778,-119.1638889
Panamint City; California ,Panamint City is a ghost town in the Panamint Range; near Death Valley; in Inyo County; California; USA. It is also known by the official Board of Geographic Names as Panamint.[2] Panamint was a boom town founded after silver and copper were found there in 1872.[3] By 1874; the town had a population of about 2;000.[3] Its main street was one mile (1.6 km) long.[3] Panamint had its own newspaper; the Panamint News. Silver was the principal product mined in the area. The town is located about three miles northwest of Sentinel Peak. According to the National Geographic Names Database; NAD27 latitude and longitude for the locale are 36°07′06″N 117°05′43″W﻿ / ﻿36.11833°N 117.09528°W﻿ / 36.11833; -117.09528; and the feature ID number is 1661185. The elevation of this location is identified as being 6;280 feet AMSL. The similar-sounding Panamint Springs; California; is located about 25.8 miles at 306.4 degrees off true north near Panamint Junction.[4],36.11833333,-117.09527779999999
Parsons; California ,Parsons is a former settlement in Kern County; California.[1] It was located on the Southern Pacific Railroad 4 miles (6.4 km) northeast of Wible Orchard.[1],37.9085357,-122.06633629999999
Pasinogna; California ,Pasinogna (also; Pasinog-na and Passinogna) is a former  Tongva-Gabrieleño Native American[1] settlement in San Bernardino County; California.[2],33.99,-117.7175
Patchen; California ,Patchen is a ghost town nestled in the Santa Cruz Mountains; in unincorporated west Santa Clara County; California.  It is located along the Old Santa Cruz Highway; east of State Route 17.,37.148083,-121.97508700000002
Pattees Ranch; California ,Pattees Ranch is a former settlement in Calaveras County; 8 miles (13 km) northeast of Jenny Lind.[1] A post office operated at Pattees Ranch from 1865 to 1871.[1],36.778261,-119.4179324
Petersburg; California ,Petersburg (also; Petersburgh and Greenhorn) is a former settlement in Kern County; California.[1] It was located on Greenhorn Creek 4.5 miles (7.2 km) west-northwest of Miracle Hot Springs;[2] at an elevation of 4731 feet (1442 m).[1] Petersburg still appeared on maps as of 1956.[1],35.6025,-118.60361110000001
Petro; California ,Petro is a former settlement in Kern County; California.[1] It was located on the Atchison; Topeka and Santa Fe Railroad 7.25 miles (12 km) north of Wasco;[2] at an elevation of 292 feet (89 m).[1] Petro still appeared on maps as of 1947.[1],35.69638889,-119.33027779999999
Phillip's Flat; California ,Phillip's Flat is a former settlement in Mariposa County; California.[1] It was located on the Merced River; 7 miles (11 km) north of Hornitos.[1],34.045518,-117.796701
Picacho; California ,Coordinates: 33°01′23″N 114°36′40″W﻿ / ﻿33.02306°N 114.61111°W﻿ / 33.02306; -114.61111,33.02305556,-114.6111111
Pine; California ,Pine is a former settlement in Kern County; California.[1] It was located on the railroad 4.5 miles (7.2 km) south of Cinco.[1],36.606044399999995,-118.0628654
Pinacate; California ,Coordinates: 33°45′36″N 117°14′0″W﻿ / ﻿33.76000°N 117.23333°W﻿ / 33.76000; -117.23333,33.76,-117.23333329999998
Piute; California ,Piute (also; Pah-ute; Pahute; and Paiute) is a former settlement in Kern County; California.[1] It was located 5.25 miles (8.4 km) north-northeast of Loraine (then called Paris);[2] at an elevation of 5016 feet (1529 m).[1],35.4,-118.40083329999999
Politana; California ,Politana or Apolitana was the first Spanish settlement in the San Bernardino Valley of California.  It was established as a mission chapel and supply station by the Mission San Gabriel in the a rancheria of the Guachama Indians that lived on the bluff that is now known as Bunker Hill; near Lytle Creek.  Besides the Guachama; it was also at various times the home for colonists from New Mexico and Cahuilla people.  Its most prominent landmark today is the St. Prophet Elias Greek Orthodox Church on Colton Avenue; just southwest of the Inland Center Mall; in San Bernardino; California.,34.08138889,-117.305
Port Chicago; California ,Port Chicago was a town on the southern banks of Suisun Bay; in Contra Costa County; California. It was located 6.5 miles (10 km) east-northeast of Martinez;[2] at an elevation of 13 feet (4 m). It is best known as the site of a devastating explosion at its Naval Munitions Depot during World War II.,38.04611111,-122.02083329999999
Port Wine; California ,,38.491172399999996,-122.45488449999999
Proctor; California ,Proctor is a former settlement in Kern County; California.[1] It is located on the railroad 1 mile (1.6 km) east of Monolith.[1] The site is near the current Proctor Lake.[1],37.716151700000005,-122.07254540000001
Rancho El Rincon ,"Rancho El Rincón was a 4;431-acre (17.93 km2) Mexican land grant in present-day San Bernardino County and Riverside County; California given in 1839 to Juan Bandini by Governor Juan Alvarado.[1]  El rincón means ""the corner"" in Spanish. The grant; located south of present-day Chino; was bounded on the east by Rancho Jurupa; on the south by the Santa Ana River; on the west by Rancho Cañón de Santa Ana; and extending northerly from the river one league.[2][3]  The rancho lands include Prado Regional Park.",33.94,-117.67
Prairie City; California ,Prairie City was a gold-mining community that once sat on the American River in the Sierra Nevada foothills; near present-day Folsom in Sacramento County; California.,38.642126700000006,-121.15577990000001
Progress; California ,Progress is a former settlement in Kern County; California.[1] It was located on the Sunset Railroad 2 miles (3.2 km) north-northeast of Conner.[1],39.06333333,-121.8011111
Providence; San Bernardino County; California ,Providence was a short-lived silver mining town located in San Bernardino County; California; United States. It existed between 1880 and 1886.,34.98027778,-115.50527779999999
Purissima; California ,"Purissima is a ghost town in southwestern San Mateo County; California; United States; near the junction of State Route 1 and Verde Road. Purísima means ""purest"" in Spanish and is most commonly used in Spanish to refer to La Purísima Concepción (the Immaculate Conception) of the Virgin Mary (note historical misspelling in English resulting in double ""s""; or the result of the Holstein pronunciation with use of the ""ẝ"" being mistaken as ß ""ss""; or perhaps spelling comes from the local Portuguese influence; where the spelling from A Puríssima Conceição would be correct). Purissima is the name of the town used as the setting for Ross Macdonald's 1958 crime fiction novel 'The Doomsters'.",37.40305556,-122.41694440000002
Pylema; California ,Pylema is a former settlement in Kern County; California.[1] It was located on the stage line 10 miles (16 km) south-southwest of Bakersfield.[1],36.778261,-119.4179324
Quartzburg; Kern County; California ,Quartzburg is a former settlement in Kern County; California.[1] It was located 1 mile (1.6 km) north of Kernville.[1] In 1873; Quartzburg was founded as a mining camp after gold production increased nearby.[1],35.4937274,-118.8596804
Quartzburg; Mariposa County; California ,Quartzburg (earlier; Burns' Creek; Burns' Camp; Burns' Ranch; and Burns' Diggings) is a former settlement in Mariposa County; California.[1] It was located on Burns Creek 2 miles (3.2 km) upstream from Hornitos.[1],37.53944444,-120.20444440000001
Redrock; California ,Redrock is a former settlement in Kern County; California.[1],35.34527778,-117.97027779999999
Reefer City; California ,Reefer City is a former settlement in Kern County; California.[1] It was located 3.25 miles (5.2 km) south-southwest of Mojave;[2] at an elevation of 2762 feet (842 m).[1] Reefer City still appeared on maps as late as 1947.[1],35.00583333,-118.185
Reilly; California ,Reilly is a former settlement in Inyo County; California.[1] It was located on the west side of the Panamint Valley;[2] at an elevation of 2582 feet (787 m).[1] Reilly was a silver mining community in the late 19th century.[1][3][4],36.00694444,-117.3688889
Reservoir; California ,Reservoir is a former settlement in Kern County; California.[1] It was located on the Southern Pacific Railroad 1 mile (1.6 km) south-southeast of Fram.[1],34.9987812,-120.33272109999999
Rice; California ,,34.08361111,-114.8497222
Ridleys Ferry; California ,Ridleys Ferry; later Benton Mills; is a former settlement in Mariposa County; California.[1],36.778261,-119.4179324
Rio Bravo (former settlement); California ,Rio Bravo (also; Panama and Old Panama) is a former settlement in Kern County; California.[1] It was located on the railroad 2 miles (3.2 km) north of Panama.[1],35.29694444,-119.05666670000001
Riverview; Kern County; California ,Riverview (originally; Arp's) is a former settlement in Kern County; California.[1] It was located across the Kern River from and just north of Bakersfield.[1],35.755678499999995,-118.4234466
Roachville; California ,Roachville is a former small mining settlement; now in Inyo County; California. It was founded in 1861 on the east slope of the White Mountains; at the lower reaches of Cottonwood Creek northwest of White Mountain City. ,36.778261,-119.4179324
Rock Springs; California ,Rock Springs is a former settlement in Kern County; California.[1] It was located 0.5 miles (0.8 km) south-southeast of Mount Adelaide;[2] at an elevation of 2280 feet (695 m).[1] Rock Springs still appeared on maps as of 1914.[1],35.42194444,-118.7425
Rogersville; California ,Rogersville is a former settlement in Kern County; California.[1] It was located 1 mile (1.6 km) north of Kernville.[1] The place was named for Lovely Rogers who discovered gold nearby in 1861.[1],36.778261,-119.4179324
Sage; Kern County; California ,Sage is a former settlement in Kern County; California.[1],35.06888889,-118.17944440000001
San Carlos; Inyo County; California ,San Carlos is a former settlement in Inyo County; California.[1] It was founded in 1863 and was located on the east bank of the Owens River 4 miles (6.4 km) east of Independence;[1] close by to the west of the later site of Kearsarge; California.,36.8,-118.11666670000001
San Joaquin City; California ,San Joaquin City; a former settlement in San Joaquin County; California during the California Gold Rush.[2]  The site of San Joaquin City; was located on the west bank of the San Joaquin River just below the point where Airport Way (formerly Durham Ferry Road) crosses the river today.  It was an important settlement along the old River Road (now Kasson Road in San Joaquin County) between Banta and Grayson's Ferry (now the community of Grayson in Stanislaus County.[3],37.67,-121.2661111
San Miguel de los Noches; California ,San Miguel de los Noches is a former settlement in Kern County; California.[1] Its site is covered by the modern-day city of Bakersfield.[1],35.7524679,-120.69628259999999
Sakaya; California ,Sakaya (also Saccaya or Sak-ka-ya) is a former Sierra Miwok or Mono Native American settlement within the Sierra Nevada mountains of Mariposa County; California; United States.[1],34.0511338,-117.3087189
Sandy Bar; California ,Sandy Bar is a former settlement in Calaveras County; a little less than 2 miles (3.2 km) east-northeast of Big Bar; on the south side of the Mokelumne River.[1],41.3128437,-123.52854380000001
